Type	Character	Frequency
Kanji	鐐	29
Kanji	鸚	19
Kanji	膾	18
Kanji	數	26
Kanji	豫	18
Kanji	邨	21
Kanji	蟠	22
Kanji	柢	25
Kanji	焔	28
Kanji	筧	18
Kanji	筌	17
Others	ι	127
Kanji	擱	19
Kanji	齣	15
Kanji	惠	26
Kanji	槐	22
Kanji	樂	24
Kanji	蒟	40
Others	χ	21
Kanji	凉	19
Kanji	愍	16
Kanji	汪	20
Kanji	荀	15
Kanji	樣	16
Kanji	犂	17
Kanji	淮	21
Kanji	餡	18
Others	υ	128
Kanji	坏	31
Kanji	濶	15
Kanji	鱸	19
Kanji	蒡	15
Kanji	邏	15
Kanji	燧	30
Kanji	龕	20
Kanji	瑾	17
Kanji	秣	17
Kanji	箴	17
Kanji	屎	14
Kanji	菰	15
Kanji	魍	18
Kanji	魎	18
Kanji	艀	24
Kanji	鐙	17
Kanji	妣	22
Kanji	梏	15
Kanji	瞋	30
Kanji	攬	25
Kanji	熄	20
Kanji	虻	33
Kanji	稠	14
Kanji	缺	21
Kanji	圖	19
Kanji	鰍	19
Kanji	謔	17
Kanji	黛	14
Kanji	仆	15
Kanji	笊	16
Kanji	忸	15
Kanji	怩	15
Kanji	轉	18
Kanji	繙	14
Kanji	繃	21
Kanji	狎	14
Kanji	蒻	39
Kanji	睛	16
Kanji	鈎	14
Kanji	茉	78
Kanji	徠	16
Kanji	茣	18
Kanji	蓙	18
Kanji	樗	27
Kanji	寶	17
Kanji	佗	17
Kanji	并	14
Kanji	抬	13
Kanji	舊	24
Kanji	兢	17
Kanji	膺	21
Kanji	隱	16
Kanji	嗾	14
Kanji	乘	24
Kanji	犇	15
Kanji	邉	13
Kanji	蜴	24
Kanji	鼈	27
Others	à	19
Kanji	糎	29
Kanji	熹	16
Kanji	忖	13
Kanji	湃	38
Kanji	拿	18
Kanji	慚	17
Kanji	沛	27
Kanji	靼	16
Kanji	冽	16
Kanji	懊	15
Kanji	寐	17
Kanji	砧	33
Kanji	劃	18
Kanji	祢	22
Kanji	忝	19
Kanji	凭	37
Kanji	弑	20
Kanji	匐	16
Kanji	赭	14
Kanji	戔	16
Kanji	鰊	17
Kanji	滸	31
Kanji	喊	17
Kanji	譯	18
Kanji	莎	52
Kanji	篋	15
Kanji	薨	22
Kanji	蔬	14
Kanji	饌	24
Kanji	惇	16
Kanji	癬	38
Kanji	洵	14
Kanji	權	16
Kanji	畫	16
Kanji	瞽	26
Kanji	渫	15
Kanji	儂	147
Kanji	蹶	14
Kanji	雹	13
Kanji	蝿	15
Kanji	繻	16
Kanji	刮	13
Kanji	椽	13
Kanji	俑	26
Kanji	繩	24
Kanji	禹	25
Kanji	幀	17
Kanji	慳	18
Kanji	箍	23
Kanji	斷	21
Kanji	爰	14
Kanji	拔	13
Kanji	從	20
Kanji	鏤	13
Kanji	輦	14
Kanji	檗	16
Kanji	變	33
Kanji	臘	16
Kanji	掉	14
Kanji	尠	16
Kanji	賈	14
Kanji	恤	20
Kanji	拇	17
Kanji	梧	15
Kanji	恬	13
Kanji	稱	15
Kanji	徂	15
Kanji	紊	14
Kanji	凜	17
Kanji	鮪	14
Kanji	殘	15
Kanji	髣	13
Kanji	髴	13
Kanji	騨	19
Kanji	櫨	19
Kanji	蹤	15
Kanji	艮	12
Kanji	娥	17
Kanji	慷	25
Kanji	鵡	15
Kanji	韃	15
Kanji	跛	14
Kanji	鎬	12
Kanji	咋	14
Kanji	弗	14
Kanji	姸	21
Kanji	嬪	19
Kanji	籟	13
Kanji	蒜	29
Kanji	懈	27
Kanji	耘	26
Kanji	撻	13
Kanji	鈔	21
Kanji	猴	26
Kanji	蝟	14
Kanji	鑼	17
Kanji	从	17
Kanji	毟	14
Kanji	弖	62
Kanji	癲	13
Kanji	謫	15
Kanji	艫	27
Kanji	栞	14
Kanji	鉞	15
Kanji	埜	12
Kanji	麁	15
Kanji	葭	16
Kanji	歸	15
Kanji	鑓	18
Kanji	晨	14
Kanji	卉	13
Kanji	鯱	20
Kanji	悖	14
Kanji	鬆	29
Others	κ	40
Others	о	17
Kanji	誑	14
Kanji	潭	12
Kanji	婪	15
Kanji	粮	17
Kanji	崙	17
Kanji	蔗	14
Kanji	藷	17
Kanji	豁	12
Kanji	甍	14
Kanji	諳	14
Kanji	諂	15
Kanji	臺	16
Kanji	幄	17
Kanji	嵆	55
Kanji	鞆	35
Kanji	耄	14
Kanji	禧	13
Kanji	瑪	14
Kanji	赳	15
Kanji	鍍	14
Kanji	蝸	16
Kanji	單	12
Kanji	蔀	64
Kanji	甑	26
Kanji	晁	18
Kanji	臚	21
Kanji	抓	11
Kanji	鬨	17
Kanji	猊	24
Kanji	趺	26
Kanji	衾	13
Kanji	煬	26
Kanji	麼	32
Kanji	畷	17
Others	ο	50
Kanji	舫	25
Kanji	牆	17
Kanji	湮	11
Kanji	盡	17
Kanji	佚	15
Kanji	腥	13
Kanji	裃	15
Kanji	舛	14
Kanji	臑	14
Kanji	杷	14
Kanji	價	12
Kanji	諚	21
Kanji	侏	17
Kanji	掣	12
Kanji	澁	12
Kanji	擧	14
Kanji	愾	14
Kanji	栂	32
Kanji	幢	11
Kanji	雙	12
Kanji	溌	12
Kanji	軛	14
Kanji	薀	13
Kanji	捐	12
Kanji	筮	14
Kanji	嗇	19
Kanji	翫	21
Kanji	惻	12
Kanji	媾	15
Kanji	姨	10
Kanji	耿	10
Kanji	喙	12
Kanji	沮	12
Kanji	浬	21
Kanji	亞	11
Kanji	侑	10
Kanji	秉	12
Kanji	麝	11
Kanji	飜	11
Kanji	爐	11
Kanji	訌	18
Kanji	尨	9
Kanji	釐	15
Kanji	瑤	15
Kanji	寨	30
Kanji	冰	12
Kanji	僂	12
Kanji	圍	13
Kanji	轎	14
Kanji	艙	16
Kanji	專	10
Kanji	栴	10
Kanji	懦	11
Kanji	瘧	16
Kanji	彊	10
Kanji	鹵	11
Kanji	腓	11
Kanji	歟	11
Kanji	瘠	14
Kanji	幔	15
Kanji	筰	12
Kanji	粱	12
Kanji	滿	15
Kanji	鯵	12
Kanji	蔚	13
Kanji	笄	15
Kanji	婬	22
Kanji	亂	13
Kanji	兀	14
Kanji	辨	16
Kanji	藺	11
Kanji	兒	11
Kanji	廬	13
Kanji	丕	17
Kanji	魑	14
Kanji	鞏	11
Kanji	嫂	24
Kanji	諡	12
Kanji	蕁	21
Kanji	攝	12
Kanji	埔	11
Kanji	菫	13
Kanji	蠍	16
Kanji	啻	11
Kanji	顏	19
Kanji	謨	15
Kanji	鈕	17
Kanji	瘢	16
Kanji	頴	13
Kanji	冉	12
Kanji	侠	18
Kanji	甜	9
Kanji	蛹	14
Kanji	榑	10
Kanji	烽	10
Kanji	咫	29
Kanji	瑩	12
Kanji	迚	13
Kanji	敍	10
Kanji	哈	10
Kanji	悛	11
Kanji	濛	14
Kanji	惺	13
Kanji	壹	14
Kanji	晄	13
Kanji	萃	10
Kanji	燒	15
Kanji	嚴	13
Kanji	刳	10
Kanji	洙	13
Kanji	篆	39
Kanji	蜷	20
Kanji	琅	21
Kanji	笈	15
Kanji	黨	14
Kanji	呷	28
Kanji	驟	10
Kanji	嬶	13
Kanji	枇	13
Kanji	苧	14
Kanji	嗽	12
Kanji	噫	12
Kanji	海	23
Kanji	穎	9
Kanji	翹	17
Kanji	孩	10
Kanji	馮	10
Kanji	偸	12
Kanji	瀰	11
Kanji	襴	14
Kanji	祿	17
Kanji	兩	12
Kanji	衢	12
Kanji	榕	14
Kanji	潘	12
Kanji	棕	14
Kanji	櫚	14
Kanji	謠	13
Kanji	卷	12
Kanji	馥	10
Kanji	夾	18
Kanji	畸	21
Kanji	辜	11
Kanji	倩	51
Kanji	恚	13
Kanji	慂	11
Kanji	慫	11
Kanji	杼	14
Kanji	逹	19
Kanji	簑	10
Kanji	囂	9
Kanji	卍	11
Kanji	砺	10
Kanji	岱	10
Kanji	讚	11
Kanji	厦	37
Kanji	蜚	9
Kanji	慊	9
Kanji	鵯	9
Kanji	阮	23
Kanji	粁	8
Kanji	叭	13
Kanji	壼	13
Kanji	樒	13
Kanji	鶉	12
Kanji	蒋	11
Kanji	鰺	40
Kanji	縺	8
Kanji	礬	11
Kanji	疚	9
Kanji	琦	13
Kanji	囘	14
Kanji	跣	9
Kanji	漣	11
Kanji	糜	33
Kanji	叮	11
Kanji	炳	8
Kanji	驥	11
Kanji	狷	12
Kanji	枉	9
Kanji	鏝	10
Kanji	鑚	8
Kanji	竭	9
Kanji	杆	14
Kanji	擅	9
Kanji	辯	13
Kanji	筠	51
Kanji	慙	9
Kanji	鄒	15
Kanji	贍	14
Kanji	檮	41
Kanji	苞	25
Kanji	將	15
Kanji	僉	13
Kanji	怡	12
Kanji	釆	10
Kanji	辮	10
Kanji	闢	9
Kanji	罔	16
Kanji	槿	11
Kanji	爼	8
Kanji	步	17
Kanji	都	13
Others	ə	13
Kanji	淺	44
Kanji	胄	59
Kanji	洸	9
Kanji	娜	11
Kanji	奠	12
Kanji	坎	9
Kanji	韶	10
Kanji	濟	11
Kanji	貂	15
Kanji	遑	8
Kanji	菴	14
Kanji	鼬	18
Kanji	鴒	8
Kanji	覯	11
Kanji	擽	11
Kanji	鞜	10
Kanji	穹	8
Kanji	鐚	13
Kanji	號	11
Kanji	僊	23
Kanji	鰤	11
Kanji	芬	13
Kanji	蠡	10
Kanji	廈	8
Kanji	銖	9
Kanji	臈	8
Kanji	霙	13
Kanji	顗	12
Kanji	效	10
Kanji	難	13
Kanji	滄	8
Kanji	渣	8
Kanji	罎	8
Kanji	髻	8
Kanji	酥	34
Kanji	獺	9
Kanji	繚	8
Kanji	滾	17
Kanji	羌	17
Kanji	鎰	26
Kanji	踝	8
Kanji	瑙	8
Kanji	呶	14
Kanji	箆	10
Kanji	饐	15
Kanji	縹	8
Kanji	巖	8
Kanji	褸	8
Kanji	襤	8
Kanji	螂	8
Kanji	虱	12
Kanji	盪	16
Kanji	餠	17
Kanji	崑	18
Kanji	濘	10
Kanji	鶺	7
Kanji	視	10
Kanji	覘	9
Kanji	蛟	10
Kanji	駭	15
Kanji	萍	10
Kanji	濹	9
Kanji	痾	7
Kanji	喃	11
Kanji	驪	11
Kanji	銓	7
Kanji	盈	15
Kanji	馗	25
Kanji	邢	17
Kanji	袿	14
Kanji	鈷	9
Kanji	谿	9
Kanji	琢	8
Kanji	諤	9
Others	к	9
Kanji	釦	9
Kanji	榧	8
Kanji	驛	12
Kanji	隨	9
Kanji	舩	13
Kanji	礙	11
Kanji	煖	11
Kanji	黌	8
Kanji	卽	12
Kanji	閩	8
Kanji	覺	12
Kanji	綯	8
Kanji	櫟	14
Kanji	仿	16
Kanji	昶	19
Kanji	鞅	8
Kanji	踉	8
Kanji	邯	8
Kanji	孰	12
Kanji	烝	7
Kanji	苟	8
Kanji	參	9
Kanji	窘	11
Kanji	懶	7
Kanji	蹈	7
Kanji	劈	7
Kanji	籌	8
Kanji	艸	8
Kanji	彈	7
Kanji	闡	21
Kanji	盒	8
Kanji	骰	11
Kanji	莨	14
Kanji	晝	7
Kanji	蜿	7
Kanji	睥	11
Kanji	醱	7
Kanji	跌	8
Kanji	暝	7
Kanji	讎	10
Kanji	褓	7
Kanji	襁	7
Kanji	毳	9
Kanji	蹉	7
Kanji	險	7
Kanji	薛	8
Kanji	嫋	12
Kanji	壟	7
Kanji	帙	7
Kanji	爭	7
Kanji	讓	45
Kanji	哩	9
Kanji	黝	8
Kanji	孚	12
Kanji	涓	15
Kanji	著	10
Kanji	繼	10
Kanji	澗	7
Kanji	鉗	7
Kanji	弋	9
Kanji	祖	20
Others	ζ	27
Kanji	聰	8
Kanji	帚	9
Kanji	曩	7
Kanji	閘	10
Kanji	滌	62
Kanji	鏖	7
Kanji	咩	12
Kanji	扨	9
Kanji	茵	8
Others	с	17
Kanji	槓	7
Kanji	佞	9
Kanji	鐶	10
Kanji	羈	8
Kanji	盞	8
Kanji	橄	11
Kanji	欖	11
Kanji	福	36
Kanji	繪	10
Kanji	續	11
Kanji	尭	9
Kanji	膊	12
Kanji	矧	11
Kanji	瀚	8
Kanji	菁	6
Kanji	鎗	8
Kanji	鴫	13
Kanji	轆	12
Kanji	轤	12
Kanji	穗	8
Kanji	禾	7
Kanji	嘶	12
Kanji	婁	8
Kanji	淇	8
Kanji	跟	11
Kanji	鄲	6
Kanji	靜	6
Kanji	鰈	6
Kanji	悰	24
Kanji	瘴	11
Kanji	棧	8
Kanji	旌	7
Kanji	昊	8
Kanji	筅	6
Kanji	邕	11
Kanji	矍	7
Kanji	鑠	7
Kanji	楫	7
Others	а	9
Kanji	輳	7
Kanji	悽	6
Kanji	謦	6
Kanji	覿	6
Kanji	疣	7
Kanji	峭	6
Kanji	儺	7
Kanji	歷	9
Kanji	卅	8
Kanji	溂	6
Kanji	蜒	6
Kanji	箙	11
Kanji	跖	8
Kanji	愼	6
Kanji	忰	7
Kanji	鮟	7
Kanji	鱇	7
Kanji	蹌	8
Kanji	媧	14
Kanji	衲	7
Kanji	軾	5
Kanji	駘	7
Kanji	犢	11
Kanji	邀	9
Kanji	緣	11
Kanji	懷	11
Kanji	肅	7
Kanji	斌	11
Kanji	攷	6
Kanji	鋪	9
Kanji	昱	7
Kanji	抔	7
Kanji	皙	10
Kanji	埓	6
Kanji	怺	7
Kanji	蟷	7
Kanji	祺	6
Kanji	鎔	9
Kanji	稷	9
Kanji	襠	12
Kanji	晏	14
Kanji	狹	8
Kanji	尸	7
Kanji	艪	10
Kanji	藹	7
Kanji	褐	6
Kanji	麥	12
Kanji	劒	6
Kanji	匆	5
Kanji	瓏	10
Kanji	蓆	10
Kanji	﨟	15
Kanji	軈	6
Kanji	哇	9
Kanji	簸	5
Kanji	縒	15
Kanji	寔	6
Kanji	扣	11
Kanji	鈞	7
Others	р	7
Others	м	7
Kanji	蜆	8
Kanji	贓	9
Kanji	默	6
Kanji	悋	7
Kanji	突	7
Kanji	珞	8
Kanji	瓔	8
Kanji	窶	14
Kanji	疝	8
Kanji	箝	12
Kanji	睿	9
Kanji	胛	9
Kanji	斫	8
Kanji	洌	7
Kanji	辧	9
Kanji	姶	7
Kanji	柯	7
Kanji	拜	10
Kanji	鹽	7
Kanji	恁	7
Kanji	屬	7
Kanji	霍	7
Kanji	諸	12
Kanji	壯	6
Kanji	啣	6
Kanji	蟾	5
Kanji	逵	55
Kanji	賁	6
Kanji	榔	5
Kanji	檳	5
Kanji	犒	6
Kanji	鵄	6
Kanji	觚	7
Kanji	悳	5
Kanji	囓	6
Kanji	讖	36
Kanji	儼	5
Kanji	吁	5
Kanji	拈	16
Kanji	衞	16
Kanji	裴	16
Kanji	據	6
Kanji	鴇	35
Kanji	躱	34
Kanji	匪	13
Kanji	倨	6
Kanji	豌	6
Kanji	覲	13
Kanji	誡	15
Kanji	獏	6
Kanji	疊	6
Kanji	墺	6
Kanji	憎	21
Kanji	蝗	6
Kanji	闌	6
Kanji	謖	8
Kanji	猖	5
Kanji	獗	5
Kanji	匯	8
Kanji	鸕	47
Kanji	鐡	5
Kanji	眇	9
Kanji	竅	5
Kanji	敕	5
Kanji	苓	8
Kanji	暎	5
Kanji	瑳	6
Kanji	社	12
Kanji	贇	8
Kanji	仗	6
Kanji	裘	5
Kanji	仍	7
Kanji	恙	10
Kanji	摧	6
Kanji	麭	7
Kanji	旻	9
Kanji	拂	5
Kanji	橡	9
Kanji	膂	17
Kanji	擒	8
Kanji	勞	6
Kanji	狀	24
Kanji	鮓	13
Kanji	膽	5
Kanji	顯	7
Kanji	鹹	7
Kanji	癡	10
Kanji	斛	5
Kanji	怕	20
Kanji	燁	47
Kanji	輓	7
Kanji	椙	5
Kanji	騾	33
Kanji	緖	11
Kanji	汕	6
Kanji	瑁	16
Others	ë	5
Kanji	莟	5
Kanji	譫	13
Kanji	眦	8
Kanji	銷	8
Kanji	咒	5
Kanji	欹	5
Kanji	褶	10
Kanji	艤	7
Kanji	誥	7
Kanji	樸	5
Kanji	傴	6
Kanji	蝨	7
Kanji	殪	12
Kanji	跫	12
Kanji	蚓	5
Kanji	雜	6
Kanji	瀛	4
Kanji	椚	8
Kanji	藏	18
Kanji	穐	5
Kanji	鴬	5
Kanji	圜	29
Kanji	栢	11
Kanji	婀	7
Kanji	矣	7
Kanji	皸	5
Kanji	藿	7
Kanji	遲	5
Kanji	雞	6
Kanji	衽	10
Kanji	琛	5
Others	ç	7
Kanji	掏	12
Kanji	戍	6
Kanji	晉	6
Kanji	槎	5
Kanji	糯	5
Kanji	鯰	5
Kanji	軼	7
Kanji	嫗	5
Kanji	銈	5
Kanji	恠	7
Kanji	臧	7
Kanji	鬮	7
Kanji	杙	5
Kanji	匣	16
Kanji	緝	5
Kanji	枸	4
Kanji	幷	10
Kanji	簽	18
Kanji	揣	4
Kanji	苴	5
Kanji	嘛	5
Kanji	擴	5
Kanji	飮	4
Kanji	豎	4
Kanji	閔	4
Kanji	崛	4
Kanji	寳	4
Kanji	噸	12
Kanji	糶	5
Kanji	甌	8
Kanji	醵	7
Kanji	颱	6
Kanji	戀	7
Kanji	嫩	5
Kanji	耻	5
Kanji	覽	5
Kanji	閦	9
Kanji	灑	4
Kanji	廢	7
Kanji	靠	7
Kanji	綛	7
Kanji	繧	4
Kanji	嫣	8
Kanji	挂	6
Others	ß	6
Kanji	戞	4
Kanji	渺	4
Kanji	捍	15
Kanji	餝	5
Kanji	你	5
Kanji	氐	10
Kanji	弴	11
Kanji	劭	7
Kanji	烱	5
Kanji	牘	5
Kanji	礒	5
Kanji	嚀	8
Kanji	縢	5
Kanji	壤	5
Kanji	蛞	8
Kanji	蝓	8
Kanji	渧	8
Kanji	磧	8
Kanji	葫	6
Kanji	糀	8
Kanji	噲	15
Kanji	彡	101
Kanji	粲	4
Kanji	貉	6
Kanji	歔	7
Kanji	罌	7
Kanji	葎	4
Kanji	脣	4
Kanji	苜	4
Kanji	蓿	4
Kanji	檬	12
Kanji	蛯	4
Kanji	殺	6
Kanji	个	6
Kanji	擔	7
Kanji	帶	5
Kanji	鑢	5
Kanji	厲	9
Kanji	琮	7
Kanji	瑯	6
Kanji	鑰	6
Kanji	琊	6
Kanji	痿	4
Kanji	躄	4
Kanji	滉	5
Kanji	峪	4
Kanji	妍	7
Kanji	疥	4
Kanji	驤	7
Kanji	淝	7
Kanji	梭	6
Kanji	詹	5
Kanji	鉅	4
Kanji	賴	4
Kanji	橈	6
Kanji	刪	4
Kanji	瞿	4
Kanji	桀	16
Kanji	嬬	4
Kanji	陬	4
Kanji	窠	4
Kanji	躪	4
Kanji	遯	4
Kanji	岨	6
Kanji	醉	6
Kanji	霆	6
Kanji	晢	6
Kanji	欷	6
Kanji	賺	6
Kanji	釗	6
Kanji	龔	16
Kanji	岷	5
Kanji	楨	5
Kanji	譙	5
Kanji	恂	4
Kanji	癈	7
Kanji	弉	7
Kanji	懿	6
Kanji	咏	6
Kanji	詁	6
Kanji	徵	5
Kanji	鵲	5
Kanji	慍	4
Kanji	菲	4
Kanji	楹	11
Kanji	竇	40
Others	ɔ	5
Kanji	胝	5
Kanji	垠	5
Kanji	渟	7
Kanji	喝	5
Kanji	誨	6
Kanji	孛	5
Kanji	酣	5
Kanji	淨	9
Kanji	驗	8
Kanji	廼	15
Kanji	痲	5
Kanji	徭	4
Kanji	殯	4
Kanji	皋	4
Kanji	螻	4
Kanji	鉏	4
Kanji	綮	5
Kanji	諢	4
Kanji	怱	4
Others	ψ	11
Kanji	聽	4
Kanji	鬣	5
Others	ï	8
Kanji	粤	4
Kanji	菇	4
Kanji	屡	5
Kanji	僖	5
Kanji	縉	5
Kanji	蓴	5
Kanji	薊	6
Kanji	羆	13
Kanji	詑	4
Kanji	畚	6
Kanji	淄	6
Others	п	9
Kanji	慘	5
Kanji	桴	4
Kanji	瞻	4
Kanji	旄	9
Kanji	雒	13
Kanji	尓	7
Kanji	吶	4
Kanji	隲	4
Kanji	靉	4
Kanji	鄰	27
Kanji	隍	8
Kanji	區	8
Kanji	蝎	5
Kanji	鄯	5
Kanji	錺	6
Kanji	醪	33
Kanji	炷	4
Kanji	骶	4
Kanji	彝	6
Kanji	愿	6
Kanji	墻	11
Kanji	妁	4
Kanji	齪	4
Kanji	齷	4
Kanji	裲	7
Kanji	楮	11
Kanji	罕	6
Kanji	憖	4
Kanji	擇	4
Kanji	辦	20
Kanji	藜	3
Kanji	巍	3
Kanji	礪	4
Kanji	艾	3
Kanji	蘂	3
Kanji	袤	3
Kanji	俥	8
Kanji	搖	3
Kanji	萠	3
Kanji	娃	3
Kanji	贏	3
Kanji	裨	3
Kanji	嶌	3
Kanji	掖	3
Kanji	羂	3
Kanji	莊	3
Kanji	柝	10
Kanji	滇	3
Kanji	類	11
Kanji	僣	3
Kanji	份	3
Kanji	繆	3
Kanji	歡	5
Kanji	麤	5
Others	ē	5
Kanji	芍	8
Kanji	絅	6
Kanji	輾	6
Kanji	駑	3
Others	ℓ	3
Kanji	褚	11
Kanji	檸	12
Kanji	龝	6
Kanji	涜	3
Kanji	泗	6
Others	ô	7
Kanji	渭	16
Kanji	熏	4
Kanji	倪	4
Kanji	偖	4
Kanji	奧	4
Kanji	珮	4
Kanji	霽	4
Kanji	鬧	4
Kanji	顬	4
Kanji	楳	3
Kanji	濺	3
Kanji	靫	3
Kanji	碕	3
Kanji	嘸	4
Kanji	媽	4
Kanji	拆	4
Kanji	轅	4
Kanji	鯣	4
Kanji	毖	4
Kanji	垓	4
Kanji	蘋	6
Kanji	鎹	4
Kanji	隗	4
Kanji	饑	4
Kanji	粽	3
Kanji	珎	6
Kanji	朖	6
Kanji	渙	4
Kanji	獒	4
S-Sign	ː	4
Kanji	寢	4
Kanji	皰	4
Kanji	謚	4
Kanji	淪	4
Kanji	儞	5
Kanji	姆	5
Kanji	蕊	3
Kanji	淚	4
Kanji	頻	3
Kanji	邃	4
Kanji	黥	4
Kanji	籔	3
Kanji	銹	3
Kanji	刄	3
Kanji	繝	3
Kanji	蘿	3
Kanji	顱	3
Kanji	每	3
Kanji	虛	3
Kanji	曄	3
Kanji	牴	3
Kanji	臾	3
Kanji	頡	3
Kanji	冦	4
Others	и	4
Kanji	踰	18
Kanji	穰	4
Kanji	犍	4
Kanji	阨	3
Kanji	蚯	4
Kanji	訖	5
Others	б	4
Kanji	潙	64
Kanji	壑	3
Kanji	黐	4
Kanji	邵	4
Kanji	鱧	4
Others	ā	11
Kanji	潴	3
Kanji	藐	4
Kanji	瘻	10
Kanji	靺	9
Kanji	鞨	9
Kanji	壙	7
Kanji	鏞	7
Kanji	蹇	5
Others	á	6
Kanji	纔	5
Kanji	濊	5
Kanji	呱	4
Kanji	謌	4
Kanji	誾	4
Kanji	塼	4
Kanji	簫	65
Kanji	庾	5
Kanji	沂	6
Kanji	砌	6
Kanji	蜊	6
Kanji	壓	3
Kanji	黠	3
Kanji	蕙	3
Kanji	凾	4
Kanji	孺	4
Kanji	巓	4
Kanji	愎	4
Kanji	腮	4
Kanji	輕	4
Kanji	闐	4
Kanji	窈	7
Kanji	喆	6
Others	щ	3
Kanji	聨	4
Kanji	踈	4
Kanji	齶	4
Kanji	澍	4
Kanji	絓	4
Kanji	决	3
Kanji	孃	3
Kanji	怏	3
Kanji	瓮	3
Kanji	窿	3
Kanji	菠	3
Kanji	蜍	3
Kanji	鎭	3
Kanji	靹	3
Kanji	嫄	3
Kanji	虢	3
Kanji	狆	3
Kanji	甸	3
Kanji	澳	3
Kanji	胯	3
Kanji	齒	3
Kanji	鏨	5
Kanji	撩	3
Kanji	螫	3
Kanji	銕	3
Kanji	器	3
Kanji	螭	3
Others	ê	3
Kanji	僞	3
Kanji	槁	3
Kanji	樓	3
Kanji	霓	3
Kanji	哆	3
Kanji	巢	3
Kanji	卻	3
Others	л	3
Kanji	謾	6
Kanji	淞	3
Kanji	薈	3
Kanji	閼	6
Kanji	駸	6
Kanji	搆	5
Kanji	貳	5
Kanji	壒	5
Kanji	恪	14
Kanji	鰮	5
Kanji	駢	3
Kanji	伶	8
Kanji	溟	8
Kanji	帮	7
Kanji	曉	4
Kanji	瀏	4
Kanji	碪	4
Kanji	茘	3
Kanji	稻	3
Kanji	簗	3
Kanji	郞	10
Kanji	册	3
Kanji	廡	3
Kanji	裙	3
Kanji	遐	3
Kanji	涇	3
Kanji	翛	5
Kanji	狢	3
Kanji	蛻	3
Kanji	蟀	3
Kanji	豺	3
Kanji	鞴	3
Kanji	鍈	3
Kanji	佻	3
Kanji	醗	4
Kanji	冕	4
Kanji	邈	3
Kanji	亳	3
Kanji	歐	3
Kanji	洽	3
Kanji	鑵	3
Kanji	鶫	3
Kanji	榀	3
Kanji	泓	4
Kanji	虧	3
Kanji	黽	3
Kanji	曺	23
Kanji	瀨	10
Kanji	飫	14
Others	ʒ	6
Kanji	撕	6
Kanji	鄂	4
Others	œ	5
Kanji	榻	5
Kanji	莧	3
Kanji	芷	6
Kanji	檢	4
Kanji	惱	5
Kanji	舂	5
Kanji	售	3
Kanji	醫	3
Kanji	沒	3
Kanji	淤	3
Kanji	姣	3
Kanji	孌	3
Kanji	溫	3
Kanji	煞	3
Kanji	磅	24
Kanji	汞	6
Others	î	4
Kanji	娟	3
Kanji	寤	3
Kanji	鑒	3
Kanji	挹	3
Kanji	毗	3
Kanji	彅	3
Kanji	渝	7
Kanji	杰	3
Kanji	劔	2
Kanji	氓	2
Kanji	雋	2
Kanji	鈐	2
Kanji	炫	2
Kanji	儉	2
Kanji	卆	2
Kanji	碾	2
Kanji	鮃	2
Others	â	2
Others	ó	2
Kanji	弌	2
Kanji	塒	2
Kanji	嬋	2
Kanji	彜	2
Kanji	曵	2
Kanji	樞	2
Kanji	毋	2
Kanji	譎	2
Kanji	賚	2
Kanji	逕	2
Kanji	髱	2
Kanji	垸	2
Kanji	鱓	2
Kanji	圻	2
Kanji	沱	2
Kanji	滂	2
Kanji	俛	2
Kanji	鑛	2
Kanji	脞	2
Kanji	瑰	2
Kanji	凞	2
Kanji	噯	2
Kanji	玫	2
Kanji	舖	2
Kanji	爨	3
Kanji	胖	2
Kanji	齡	4
Kanji	廚	2
Kanji	愬	2
Kanji	磬	2
Kanji	笨	2
Kanji	絮	2
Kanji	綫	2
Kanji	縱	2
Kanji	翕	2
Kanji	蔔	2
Kanji	蘓	2
Kanji	瑇	2
Kanji	盌	2
Kanji	錄	2
Kanji	㐂	2
Kanji	羗	2
Others	н	3
Kanji	皎	3
Kanji	怛	2
Kanji	艨	2
Kanji	賍	8
Kanji	椹	2
Kanji	砿	2
Kanji	劍	2
Kanji	侫	2
Kanji	璞	2
Kanji	皚	2
Kanji	竊	2
Kanji	粃	2
Kanji	翊	2
Kanji	觸	2
Kanji	錢	2
Kanji	陌	2
Kanji	噉	2
Kanji	挊	2
Kanji	瘞	2
Kanji	耷	2
Kanji	邳	2
Kanji	﨑	19
Kanji	吋	2
Kanji	熈	2
Kanji	硼	2
Kanji	皷	2
Kanji	縝	2
Others	в	2
Kanji	敖	3
Kanji	兔	2
Kanji	殞	2
Kanji	筬	2
Kanji	絋	2
Kanji	碎	5
Kanji	儿	2
Kanji	檐	2
Kanji	鯊	2
Kanji	瀞	4
Kanji	佯	2
Kanji	喞	2
Kanji	囗	2
Kanji	塢	2
Kanji	徇	2
Kanji	悵	2
Kanji	旒	2
Kanji	湫	2
Kanji	漓	2
Kanji	眄	2
Kanji	矇	2
Kanji	磽	2
Kanji	禪	2
Kanji	篦	2
Kanji	綵	2
Kanji	閭	2
Kanji	髮	2
Kanji	奭	2
Kanji	媄	2
Kanji	确	2
Kanji	鷀	2
Kanji	朮	7
Kanji	沾	3
Kanji	瑟	3
Kanji	鷽	3
Kanji	梲	3
Kanji	儁	2
Kanji	嗔	2
Kanji	屆	2
Kanji	悒	2
Kanji	晧	2
Kanji	暼	2
